thumb_theta_1,thumb_theta_2,thumb_theta_3,index_theta_1,index_theta_2,index_theta_3,middle_theta_1,middle_theta_2,middle_theta_3,ring_theta_1,ring_theta_2,ring_theta_3,little_theta_1,little_theta_2,little_theta_3
12.886266626625300,24.763290014844600,3.066580341919040,26.9727163000582,3.2393193389102500,5.948229500641160,6.173264192830780,21.85486022753580,28.45860914442230,24.543820806031900,6.519934056383620,18.624669815671900,23.000210386606900,26.196687072362900,15.79940121474870
24.028781129866800,7.266521727596360,17.108703594973900,25.861666851543200,5.211702406085930,19.392354803028200,6.117842876316720,21.929680585647900,3.063274038702090,12.723782076937600,3.294701850714540,28.12911118549730,21.078108176274300,13.753279003828100,28.729524176868600
7.231068602978480,23.62079290257070,25.008123158497900,5.74356162552136,27.019219317581500,16.81949004627030,19.592043195622900,25.9387084464018,19.739743337956100,1.7923527873289100,2.855047386419560,10.384937259768200,10.369613460127100,6.150617507692850,8.941737701230870
10.497770451393500,25.776474001849900,12.485435132037100,24.463074450088700,24.568936680082700,13.059186555325200,22.469051189022800,19.27317521883740,29.497095104435200,8.102614026082030,27.109361085411500,15.739748828161000,2.255189829172300,22.55744229378050,3.98401975181645
15.313364321052900,14.67968776824180,20.238000594921500,2.6478622792428900,20.526288964092400,0.9326626482038460,7.356166379172610,15.72225910750770,3.7948023454970000,20.28839849005430,14.264692939523800,4.2028036734820500,10.994456434859800,29.612871751152100,24.28864879750560
4.447817939365500,19.52553300724160,0.5962797490994880,0.5803290103907840,25.320343526962100,23.24108929824410,5.335287852369000,11.728030202505000,3.815740283216890,16.223430144544000,8.531374633231210,13.082501445061800,17.32768335628860,2.3095041435805800,16.23237458268070
0.1430227460727200,24.21738063737900,26.609906287087400,12.916275465476100,2.9052356469235800,15.842134880852600,6.421270616620170,27.365672551294100,26.778981224833100,20.000071265739600,15.854516905398500,16.220863882577200,21.54640766701350,10.585310538540100,4.740729920922920
14.481483172880100,20.921740328787500,19.272957630845500,19.42331461235500,4.783205718752570,9.480662718876770,12.411446332507500,14.068976260922600,2.670099747713420,23.642064132679600,8.084367643600260,5.512534354825020,7.640727085188530,19.39649499613250,10.574432955417800
17.551219652670800,22.833447686892600,25.203712380521800,1.5021156948465000,15.358608657712400,5.2307820072860900,7.355823963706530,19.96712584502930,21.651653082958300,1.9926122296678000,3.8314980326013600,20.169889019042500,12.313964640043800,17.699476414511700,23.550765304688000
24.23190562232280,16.794205537702600,34.77404019485350,18.045678324109400,15.643622188937700,11.150830396654300,28.430833261299400,1.744003662457240,22.083357815604400,7.842769346603180,13.294900527493400,3.0128719239751200,2.474795176642450,5.223791684102530,27.075485104547800
18.828193240327000,26.02576051857730,36.49662717343950,14.416736208100400,25.98261167491800,15.992923935439800,25.799798762704100,24.52838786179530,12.230167023526400,0.4599871407387700,21.95897485869340,24.729966309900000,20.749710883966900,0.3710135583886180,15.594217315544200
17.300414511630600,5.02223057587401,10.984609371920200,23.688135801242800,4.222732398526820,15.929896926011900,28.164050822453000,4.454560450848130,0.5027057327844760,13.080139678592700,20.891010832618300,10.848426786678000,23.321621597275500,1.7438176709889600,6.04514017410548
21.157998614993100,5.350322392551090,5.212875783165660,9.106868208787690,4.361966900123910,2.9385399498974500,16.16517920741280,22.537613485414500,19.021230346914400,7.843448066864010,1.9231585514607200,23.739113034722500,1.2959003222277000,25.99077805713690,2.290979050240150
11.513206595782200,2.6674592703343600,40.639715004433900,15.55325737252630,1.2350769091120300,3.124211739007900,6.183841716445070,2.713803925018070,23.519847418980100,1.4436820816969700,29.717925665629700,14.197630364613700,27.705819561323800,9.366647955988020,22.60611128552580
16.042681647839900,17.46370805360030,30.041689215530300,24.601891051826100,12.661064594454900,26.339076635424000,26.34653420257740,20.97098791958870,6.124211095391570,0.6627444877649400,18.162706253269400,21.25132614577140,3.4194930201421200,17.80939590050580,8.979668378508580
4.310209926658710,10.477845741369200,33.412587286176000,22.515036674345700,9.975580389979010,20.502194007055000,5.162370303507290,11.082521848362100,24.790765351412700,4.476917178128680,9.23301256898302,4.7234295548344300,2.6824453346407700,16.804104408951900,4.04442119328068
26.25159145992240,19.514132565438300,23.91408561793680,8.408927340794730,9.386205547964410,5.420728392658020,15.107706412839600,27.740628324297700,10.292287165117500,14.915835077497200,26.416177011293400,13.372319987570800,26.190904719385300,23.44772106420130,24.609636980760900
26.15602202481470,28.463606292324600,15.33657743295630,21.097387121253500,3.5446338541979900,5.873877979405600,21.683946255624700,2.4772574225448600,14.54244889587950,4.889715263351630,5.467968481519050,7.666557750240530,28.24229975256180,4.832902861859060,6.123537160041710
20.94708486666100,16.15207330086020,7.821114387279050,17.163162071525000,12.00665398767030,23.296046205934900,12.758208915177700,25.75892513382190,25.362759720174800,10.987484861511900,21.44677437151190,3.407219383678330,12.262529773280600,3.5050287599141700,3.180437830745840
21.76339500619910,25.269338077609000,35.614377877583200,16.098891964651100,0.038554450200650700,18.59002158878970,17.012354418836700,11.692998932164400,29.81013523968310,1.7616063173414200,5.310120648452190,8.7381883488863,29.338684222612400,28.129906710639800,19.844316555398100
2.553978828590680,12.075057568593400,8.731892917630530,4.924682909042450,29.657485044425600,20.47423107944970,13.99385360406480,1.3073354691779500,1.4378219989067800,17.42697261734950,8.010545460389010,7.842451391230050,3.5067501265167400,26.509762185608800,17.85065155346100
22.444445539254000,12.672609131654600,7.929882226789330,12.274305802879600,0.19058450382708800,23.7622062126665,4.654205292604810,29.21522536803790,2.157431351832180,19.063804088574100,28.60245969564060,9.096134998908590,9.892442315430620,25.799161278057200,21.214993252324500
10.737045070714800,10.660222917271000,6.508694160184040,21.08403930665670,29.36145823232920,21.555533887250100,28.740491136917300,20.197520840336800,23.927587501603900,23.315935235394200,22.77297509826720,4.06070657228962,18.10621529936910,16.15515843785490,4.00411138372723
24.60555997251610,7.0543130907083300,2.087371184615690,15.584640029665700,0.1085524664883050,10.111419370830900,29.64805047972850,16.96159628888490,18.915310890818600,24.43595429772910,4.514422534687480,5.426665583321800,1.8066564310366800,14.602937547493500,4.417374154376770
19.98925681379980,16.59717135960290,9.220692182021150,2.4018344183105400,29.150029636831500,10.645120677597100,12.94667998107990,10.819829922724000,23.62669556149740,18.33347314617730,7.441022688022940,19.279136332425300,13.903479273310600,18.806525892293700,13.16583217701540
19.99435768540520,6.773315333922840,16.862124030497800,11.707695888888000,27.052420840832900,3.0092112045144900,24.46050515933500,15.062147253856600,22.18961215698140,9.709109562936170,1.567248570441200,21.003565374733100,12.756741359613400,5.725347678830090,28.27377861950510
27.558372958401900,1.6504955043433400,23.22235718159560,3.082825839450970,26.498167663343700,8.502588931127780,29.01283272225380,22.0162274629816,18.869437265995700,20.58460375707300,8.681912857300640,7.368011224083120,21.022473103325500,1.5107147770078700,4.049838027569580
21.44472687339600,28.903220476588100,16.140168518874200,13.042546944190300,12.773366791199900,28.492191535755800,28.117704490325900,6.946812866199250,24.277039528770300,9.50408424733655,29.86883904354510,2.2238257629451400,11.733631035461600,24.2397166889317,1.033576659314090
10.591375108411700,17.08246606156470,16.175713777053900,25.957372646342200,24.662050758974800,18.90138278444710,2.7938637030109600,11.040947297488800,1.3749903470890100,15.409983181344300,27.170941496479900,16.32028836498320,17.15701643573660,15.096224056027500,14.234120353739500
14.99391871693320,18.181879259570700,40.046911684949000,12.980580385351100,15.990511858094700,18.14592092256430,5.536629119886720,28.599333919015000,14.30538515013190,10.385674442954700,24.74913421022830,10.061778855580500,0.7137278892648040,9.403232434838280,18.79124090643800
3.7831774972261500,28.232778038943700,21.849600717073800,17.171980028985100,23.729622742606800,5.198778725707520,4.98518076124053,16.384039577516700,28.14903184265650,20.56710857470210,16.6962297767182,5.650277339757280,22.571262887647000,1.3552969224520400,3.394779242303390
12.115412884090400,13.364278535430600,3.5064667558170200,17.037918037691700,14.437812129350700,20.584386977261000,25.795392780628700,9.680126027950560,8.469701888226940,27.30597716328660,11.024384042981600,8.820304708946820,13.271807795482900,17.86226587792520,5.053877793455040
23.45715439353850,28.46765606353830,0.3135005072206810,29.654724408318000,0.7122030686183160,19.919732748169000,2.359816885517420,29.824592896854400,25.653990447631500,21.70775480080180,1.9729519952079500,11.772567586716000,8.368825387833440,25.25870238742650,22.376279060305500
5.110071575575310,21.008876474488100,3.048899659791060,5.061668228138560,14.422299479420700,6.3227631290276100,6.803325767397150,6.115890628538210,24.77166856828310,6.100822695032710,27.809523305232300,19.467495175113400,16.43504639797340,1.8905915452708800,12.091407809095000
0.8888347214243260,5.696898614423110,30.134154596417700,2.051679152509660,4.836913638955690,13.187664039378700,3.0697576217518500,27.774810603484300,3.77759249071104,7.497416063566420,12.886384501320700,13.526732488068800,6.902796292232130,9.323558942991910,22.437010460295100
12.66987639533660,2.687561360977260,25.52858842731540,4.766155002556080,21.850432240410000,6.828982976098900,4.064309301048500,25.599174210635200,15.706221656501500,2.4726298719087900,13.699823273572800,3.594884854110740,15.881681197044600,17.703325480479900,14.218647230593700
23.91777975369840,11.43781530414850,4.509706091152250,9.661742104646560,17.26367480605740,16.22445149416160,4.392406180348870,10.82123663192280,19.47083857157290,7.578675669663380,4.505105089780420,16.655855182687800,3.9829546311546600,9.138758157675090,4.952634223026200
21.876164085812600,7.885697161257620,16.915908390638800,22.640402753070300,16.349030886038700,6.122240778133320,23.319396341144500,10.674831214615400,18.03431565691370,29.644479520778300,23.31366134903670,16.59407700668920,20.818302735371100,9.28462736678854,23.67151753861510
8.846034402579900,10.310571147621500,24.13774196470580,1.6301117194140800,21.53293896593650,8.050692647559510,23.516741004697200,24.536843050487100,6.691711176949560,6.31236449147869,25.86031078850240,0.8068533822101990,23.730853581694500,22.651831411085900,24.899613369214600
2.061603754589620,9.702619043500880,38.63367061248190,15.933228533704500,27.679715507336800,20.825199297672700,28.3588053970788,19.338117429801100,9.227448277526580,6.474641378939680,21.71665992699540,2.7177136832552600,1.1746817662440800,25.286832387261500,15.865629523298300
3.1017867787124400,17.480517322715500,25.790381725300900,12.950836473446800,22.779364958822400,14.382704872913300,1.159946664313530,3.162580668744580,20.565171059485300,20.969380969081500,15.261051812359700,8.962108358640300,15.38382546103410,6.801277429822900,3.3572939344704300
29.294097134178900,27.36491335278950,2.9384448716894700,6.375620759116580,25.667889153259300,10.0159336483785,8.601222642578580,1.4355927288846400,19.317045283290400,27.412953075607900,19.624516394427200,28.92465055807470,4.619073329173440,12.531293753927200,25.21259124681260
19.850958535289600,20.331026409448200,19.858573679872200,7.244375517518130,17.370239792419300,20.517530384983600,5.428503011781220,23.250517927754800,29.36009580095490,20.342387090998400,5.558561359426960,6.725485361995750,21.029790242385400,5.084139701208840,0.49584800749035700
16.79501207576630,13.539240156393000,18.21590521771520,6.231920073473410,10.265606778392700,2.097549417924540,10.313084674201300,3.5522460061377400,20.241301474145700,8.61905650734368,10.009940684636500,8.967014362640270,27.94638597439490,26.93864862479870,27.451369072760700
4.554701999365100,13.098463334324300,20.051364815107600,29.34297175797630,15.074958145712700,15.356816877406100,9.555660660571460,13.227844179323100,27.520028660039500,22.877715914569300,7.241303567694760,6.622326044544960,12.748660469027000,26.47613526963720,1.9644423989580200
14.519056964561100,17.05059186328190,33.27877822515530,6.742357986776760,18.31112982282130,22.86132279010960,18.85087862724100,9.585797335161690,7.545048455078250,21.602895510975100,23.669094685577800,12.158222246454100,19.072338257206000,13.350507921634900,4.817063331098710
19.98761727477190,7.880848297794350,9.077023687629300,0.31894315235377100,29.883250582368900,1.464915590586530,20.273463805811000,23.97463045921340,25.52543472922310,17.027716044081900,21.846421150282300,18.294346526584000,6.494969372056600,25.02977792499410,11.123138960063200
15.702815762416100,26.79243341032720,37.116087041383000,16.017521649318600,4.274007176015410,0.7238147168942360,28.349695684453400,8.249522718737450,8.436964372262060,23.13708268002880,14.762382563163600,20.991261690571600,22.851836492010400,14.910199920453900,2.2701052060408300
23.900623487487000,17.062053040464300,32.84443822531970,6.744767905108370,29.54540133416600,25.57007053387190,23.39878449325370,8.805626055927890,6.6888973965582,24.72063567163920,16.46385913664500,20.657417179970300,0.8549955568640770,10.050273046874600,7.10995228247628
